sm;sup_m2;TOT_POB;HOGARES;sup_ev;OBJETIVO;ESC;HOSP;LAYER;ID_USO;POB_X_MANZ;BARRIOS;COMUNAS;x_cen;y_cen;coorCENTRO;coorCENT_1;densidad_pob
089-091;9961.2;644;241;0;0;0;0;RESIDENCIAL ABIERTO;5;114.37356;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5636129.845;6170258.61;-58.51595657;-34.60439582;0.011481906
047-047B;3086.12;839;354;4470.53;1;0;0;RESIDENCIAL ABIERTO;5;94.32766;AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR;15;5642380.591;6170192.976;-58.44782357;-34.6041395;0.03056513
059-013;3183.09;891;329;0;0;0;0;RESIDENCIAL ABIERTO;5;88.35727;AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR;15;5640121.44;6170238.187;-58.47245159;-34.60404289;0.027758332
013-017;8300.97;669;303;7517.05;1;0;0;RESIDENCIAL ABIERTO;5;387.10275;ALMAGRO - BOEDO;5;5645272.682;6170135.884;-58.41629591;-34.60424885;0.046633436
045-141;3029.84;954;278;107141.89;1;0;0;GRANDES EQUIPAMIENTOS;3;108.02521;CABALLITO;6;5643523.587;6170185.409;-58.43536589;-34.60404855;0.035653767
005-070B;8329.61;499;90;688.12;1;0;0;COMERCIAL ADMINISTRATIVO;1;182.77388;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5648603.949;6170101.824;-58.37998651;-34.60407903;0.02194267
059-174;13551.26;863;355;0;0;0;0;RESIDENCIAL ABIERTO;5;538.63435;AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR;15;5641666.648;6170169.252;-58.45560022;-34.60445203;0.039747916
083-005;10907.18;644;241;0;0;0;0;RESIDENCIAL ABIERTO;5;125.23521;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5636305.263;6170263.699;-58.51404559;-34.60432669;0.011481905
069-067;11845.38;952;335;0;0;0;0;RESIDENCIAL ABIERTO;5;216.84364;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639531.221;6170212.814;-58.47887975;-34.6043519;0.018306178
059-118;10827.58;922;391;0;0;0;0;RESIDENCIAL ABIERTO;5;353.35641;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5641077.986;6170201.676;-58.46202095;-34.60424091;0.032634846
047-109;11388.42;822;356;107141.89;1;0;0;RESIDENCIAL ABIERTO;5;476.12413;AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR;15;5643015.228;6170154.887;-58.44090084;-34.60439452;0.041807742
005-075B;729.37;449;195;688.12;1;0;0;;0;3.33531;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5648461.25;6170144.914;-58.38154913;-34.6037114;0.004572864
081-138;6432.63;519;210;8430.05;1;0;0;COMERCIAL ADMINISTRATIVO;1;153.22196;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5637868.955;6170259.802;-58.49700328;-34.60415303;0.023819489
047-091;9683.52;678;266;4470.53;1;0;0;RESIDENCIAL ABIERTO;5;341.12013;AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR;15;5642846.873;6170169.749;-58.44273809;-34.60428404;0.035226873
047-017;12637.02;848;316;2495.63;1;0;0;RESIDENCIAL ABIERTO;5;425.57202;AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR;15;5642127.294;6170169.914;-58.45058015;-34.60438241;0.033676612
069-042B;7897.23;888;309;0;0;0;0;RESIDENCIAL ABIERTO;5;133.42758;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639186.703;6170238.359;-58.48263858;-34.60416847;0.016895491
083-021;10986.44;828;309;0;0;0;0;RESIDENCIAL ABIERTO;5;118.54899;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5636483.213;6170265.628;-58.51210653;-34.60428567;0.010790483
001-004;14411.47;499;90;688.12;1;0;0;COMERCIAL ADMINISTRATIVO;1;316.22612;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5648720.389;6170086.848;-58.37871496;-34.60419712;0.021942669
069-019;15845.13;622;272;0;0;0;0;RESIDENCIAL ABIERTO;5;376.71544;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638681.937;6170213.079;-58.48813552;-34.60446458;0.023774841
047-064;7766.74;879;349;4470.53;1;0;0;RESIDENCIAL ABIERTO;5;202.30441;AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR;15;5642536.559;6170188.64;-58.44612309;-34.60415693;0.026047532
069-093;8749.26;891;329;0;0;0;0;RESIDENCIAL ABIERTO;5;242.86487;AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR;15;5640037.703;6170213.19;-58.47336005;-34.60427957;0.027758333
047-073;8701.99;711;308;4470.53;1;0;0;RESIDENCIAL ABIERTO;5;346.67806;AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR;15;5642686.919;6170182.411;-58.4444834;-34.60419218;0.03983894
059-044;13923.58;765;271;0;0;0;0;RESIDENCIAL ABIERTO;5;256.06211;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5640480.635;6170204.948;-58.46853152;-34.60429332;0.018390537
083-040;10870.85;828;309;0;0;0;0;RESIDENCIAL ABIERTO;5;117.30171;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5636661.192;6170267.887;-58.51016721;-34.60424164;0.010790482
069-087B;5433.78;906;296;0;0;0;0;RESIDENCIAL ABIERTO;5;149.68085;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639786.107;6170232.949;-58.47610525;-34.60413579;0.027546358
013-006;10354.45;601;287;7517.05;1;0;0;COMERCIAL ADMINISTRATIVO;1;601;ALMAGRO - BOEDO;5;5645167.119;6170154.735;-58.41744955;-34.6040939;0.058042677
001-012;14615.79;296;101;688.12;1;0;0;COMERCIAL ADMINISTRATIVO;1;131.22713;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5648849.407;6170094.344;-58.37731027;-34.60411088;0.008978449
059-160;1785.28;934;413;0;0;0;0;RESIDENCIAL ABIERTO;5;74.62299;AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR;15;5641441.629;6170229.8;-58.4580626;-34.60393745;0.04179904
069-033;13307.91;881;320;0;0;0;0;RESIDENCIAL ABIERTO;5;281.3885;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638986.7;6170232.635;-58.48481733;-34.60424714;0.021144455
081-089;17463.22;873;315;1188.36;1;0;0;RESIDENCIAL ABIERTO;5;271.13763;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5637280.372;6170251.768;-58.50341655;-34.6043043;0.015526211
009-029;12719.93;724;271;0;0;0;0;COMERCIAL ADMINISTRATIVO;1;352.93842;BALVANERA - SAN CRISTOBAL;3;5646629.353;6170138.505;-58.40151155;-34.60403238;0.027746884
017-046;8674.01;640;276;0;0;1;0;RESIDENCIAL ABIERTO;5;640;ALMAGRO - BOEDO;5;5644333.776;6170192.736;-58.42653772;-34.60386896;0.073783636
009-020;15145.86;950;393;0;0;0;0;COMERCIAL ADMINISTRATIVO;1;470.73072;BALVANERA - SAN CRISTOBAL;3;5646502.695;6170138.296;-58.4028918;-34.60405235;0.031079828
069-078A;4527.48;952;335;0;0;0;0;RESIDENCIAL ABIERTO;5;82.88086;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639656.538;6170261.619;-58.47752204;-34.60389508;0.018306179
001-020;14758.76;528;136;1779.65;1;1;0;COMERCIAL ADMINISTRATIVO;1;28.00572;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5648980.125;6170102.425;-58.37588716;-34.6040191;0.001897566
047-047A;2864.16;839;354;4470.53;1;0;0;RESIDENCIAL ABIERTO;5;87.54342;AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR;15;5642407.8;6170226.702;-58.4475327;-34.60383182;0.030565129
017-105;11602.33;1082;472;7517.05;1;1;0;COMERCIAL ADMINISTRATIVO;1;1082;ALMAGRO - BOEDO;5;5645040.122;6170174.66;-58.41883695;-34.60393231;0.09325713
009-006;16183.48;869;305;0;0;0;0;COMERCIAL ADMINISTRATIVO;1;869;BALVANERA - SAN CRISTOBAL;3;5646363.866;6170144.934;-58.40440589;-34.60401233;0.053696733
069-094;10600.06;971;348;0;0;0;0;RESIDENCIAL ABIERTO;5;269.59778;AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR;15;5639957.039;6170233.072;-58.47424242;-34.6041114;0.025433609
059-071;14287.63;756;318;0;0;1;0;RESIDENCIAL ABIERTO;5;396.75426;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5640794.833;6170213.318;-58.46510873;-34.60417487;0.027769074
009-038;13373.09;724;271;0;0;1;0;COMERCIAL ADMINISTRATIVO;1;371.06158;BALVANERA - SAN CRISTOBAL;3;5646752.369;6170140.709;-58.40017132;-34.60399495;0.027746884
081-129;6650.05;896;338;0;0;0;0;RESIDENCIAL ABIERTO;5;121.17983;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5637732.327;6170286.98;-58.4984967;-34.60392646;0.018222394
009-046;12022.48;674;270;0;0;0;0;COMERCIAL ADMINISTRATIVO;1;674;BALVANERA - SAN CRISTOBAL;3;5646869.858;6170144.92;-58.39889168;-34.6039402;0.056061645
081-077;13104.64;775;282;1188.36;1;0;0;RESIDENCIAL ABIERTO;5;211.50404;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5637078.561;6170279.291;-58.50562041;-34.60408324;0.01613963
001-028;14001.79;528;136;1779.65;1;0;0;COMERCIAL ADMINISTRATIVO;1;26.56932;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5649108.762;6170110.259;-58.37448669;-34.60392984;0.001897566
009-054;14320.95;683;312;0;0;0;0;COMERCIAL ADMINISTRATIVO;1;683;BALVANERA - SAN CRISTOBAL;3;5646991.886;6170148.383;-58.39756244;-34.60389153;0.047692367
089-009;13117.95;665;238;0;0;0;0;RESIDENCIAL ABIERTO;5;175.8124;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5635361.328;6170304.866;-58.5243396;-34.6040806;0.013402429
013-070;6652.79;491;188;0;0;0;0;COMERCIAL ADMINISTRATIVO;1;239.99047;BALVANERA - SAN CRISTOBAL;3;5645897.277;6170187.402;-58.40949799;-34.60369606;0.036073658
009-062;14621;522;255;0;0;1;0;RESIDENCIAL ABIERTO;5;522;BALVANERA - SAN CRISTOBAL;3;5647126.992;6170149.362;-58.39609026;-34.60386337;0.035702072
097-001I;13035.37;586;163;2834.64;1;0;0;COMERCIAL ADMINISTRATIVO;1;32.94387;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5650064.015;6170088.381;-58.36407285;-34.60398781;0.002527268
081-065;7804.81;795;327;1188.36;1;0;0;RESIDENCIAL ABIERTO;5;237.81099;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5636911.524;6170302.839;-58.50744463;-34.60389332;0.030469799
013-051;7387.54;530;227;0;0;0;0;COMERCIAL ADMINISTRATIVO;1;101.07321;BALVANERA - SAN CRISTOBAL;3;5645632.5;6170190.756;-58.41238406;-34.60370342;0.013681579
069-087A;5143.44;906;296;0;0;0;0;RESIDENCIAL ABIERTO;5;141.68304;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639834.361;6170264.279;-58.47558452;-34.60384691;0.027546358
017-092;20570.15;1180;504;7517.05;1;0;0;COMERCIAL ADMINISTRATIVO;1;1180;ALMAGRO - BOEDO;5;5644904.068;6170153.594;-58.42031606;-34.60414135;0.057364676
047-129;8273.01;822;356;107141.89;1;0;0;RESIDENCIAL ABIERTO;5;345.87587;AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR;15;5643108.868;6170218.545;-58.43989108;-34.60380785;0.041807742
001-036;13941.52;528;136;1779.65;1;0;0;COMERCIAL ADMINISTRATIVO;1;26.45495;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5649235.505;6170118.37;-58.37310692;-34.60383834;0.001897566
089-011B;814.93;665;238;0;0;0;0;RESIDENCIAL ABIERTO;5;10.92204;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5635347.096;6170379.397;-58.52450659;-34.60341084;0.013402427
089-039;10549.78;867;316;0;0;0;0;RESIDENCIAL ABIERTO;5;146.40588;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5635548.916;6170320.48;-58.52229768;-34.60391514;0.013877624
009-070;14120.22;866;329;0;0;1;0;RESIDENCIAL ABIERTO;5;866;BALVANERA - SAN CRISTOBAL;3;5647261.724;6170151.01;-58.39462227;-34.60382921;0.061330489
069-095;2402.53;971;348;0;0;0;0;RESIDENCIAL ABIERTO;5;61.10501;AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR;15;5639882.407;6170294.71;-58.47506593;-34.60356614;0.02543361
009-078;6568.73;610;320;0;0;1;0;RESIDENCIAL ABIERTO;5;292.46328;BALVANERA - SAN CRISTOBAL;3;5647427.198;6170136.426;-58.39281644;-34.60393687;0.044523565
069-013;14443.49;955;373;8430.05;1;1;0;RESIDENCIAL ABIERTO;5;210.25608;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638488.095;6170265.678;-58.49025666;-34.60401676;0.014557152
001-066;1324.05;528;136;1447.19;1;0;0;COMERCIAL ADMINISTRATIVO;1;2.51247;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5649679.534;6170120.836;-58.3682685;-34.60375149;0.001897564
013-099;10791.1;866;354;0;0;0;0;COMERCIAL ADMINISTRATIVO;1;486.62701;BALVANERA - SAN CRISTOBAL;3;5646226.912;6170165.903;-58.405902;-34.60384289;0.045095218
089-056;9917.14;829;284;0;0;0;0;RESIDENCIAL ABIERTO;5;166.6953;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5635723.109;6170326.188;-58.52040016;-34.60384069;0.016808808
009-079;7131.88;610;320;0;0;0;0;RESIDENCIAL ABIERTO;5;317.53672;BALVANERA - SAN CRISTOBAL;3;5647369.602;6170170.353;-58.39345;-34.60363943;0.044523565
097-001P;19638.04;45;20;2834.64;1;0;0;COMERCIAL ADMINISTRATIVO;1;20.51981;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5650197.726;6170095.806;-58.36261704;-34.60390136;0.001044901
089-010;4596.61;665;238;0;0;0;0;RESIDENCIAL ABIERTO;5;61.60574;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5635479.414;6170375.094;-58.52306386;-34.60343216;0.013402429
083-023;2500.91;644;241;0;0;0;0;RESIDENCIAL ABIERTO;5;28.71521;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5636378.752;6170340.444;-58.51325701;-34.60362536;0.011481905
005-005;13762.41;584;291;855.95;1;1;0;RESIDENCIAL ABIERTO;5;584;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5647544.764;6170156.038;-58.39153865;-34.60374327;0.042434428
001-044;13437.43;528;136;1779.65;1;0;0;COMERCIAL ADMINISTRATIVO;1;25.49841;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5649362.703;6170127.538;-58.37172237;-34.60373723;0.001897566
089-073A;9925.2;786;297;0;0;0;0;RESIDENCIAL ABIERTO;5;222.89953;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5635901.116;6170328.107;-58.51846049;-34.60379985;0.022457938
047-006;12520.65;745;293;0;0;0;0;RESIDENCIAL ABIERTO;5;376.80368;AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR;15;5641947.968;6170223.783;-58.45254347;-34.6039218;0.030094578
069-007;13644.63;892;393;1312.45;1;0;0;COMERCIAL ADMINISTRATIVO;1;443.95035;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638294.643;6170283.07;-58.49236779;-34.60388611;0.032536635
001-052;5343.56;528;136;1779.65;1;0;0;COMERCIAL ADMINISTRATIVO;1;10.13976;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5649454.304;6170134.41;-58.37072536;-34.60366199;0.001897566
047-167;5979.89;546;254;107141.89;1;0;0;GRANDES EQUIPAMIENTOS;3;546;AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR;15;5643461.076;6170229.604;-58.43605461;-34.60365904;0.091306027
081-152;5552.89;724;329;1312.45;1;0;0;COMERCIAL ADMINISTRATIVO;1;206.76432;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5637950.278;6170316.964;-58.49612628;-34.603627;0.037235443
047-149;8168.89;657;294;107141.89;1;0;0;GRANDES EQUIPAMIENTOS;3;560.97038;AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR;15;5643300.748;6170226.78;-58.43780136;-34.60370688;0.068671555
089-057A;4962.59;829;284;0;0;0;0;RESIDENCIAL ABIERTO;5;83.41522;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5635655.367;6170379.948;-58.52114703;-34.6033652;0.016808807
017-080;22293.8;703;320;7517.05;1;1;0;COMERCIAL ADMINISTRATIVO;1;703;ALMAGRO - BOEDO;5;5644760.948;6170175.287;-58.42187947;-34.60396606;0.031533431
059-161;439.09;934;413;0;0;0;0;RESIDENCIAL ABIERTO;5;18.35354;AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR;15;5641467.122;6170303.425;-58.45779704;-34.6032705;0.041799039
005-013;13007.29;678;339;855.95;1;1;0;RESIDENCIAL ABIERTO;5;330.15404;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5647675.671;6170164.016;-58.39011345;-34.60365256;0.025382231
089-086;9964.72;786;297;0;0;0;0;RESIDENCIAL ABIERTO;5;223.78707;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5636074.05;6170335.604;-58.51657698;-34.60370939;0.022457939
081-116;10697.36;896;338;0;0;0;0;RESIDENCIAL ABIERTO;5;194.9315;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5637579.764;6170309.217;-58.50016298;-34.60374652;0.018222393
083-006;9807.98;644;241;0;0;0;0;RESIDENCIAL ABIERTO;5;112.6143;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5636247.062;6170342.724;-58.51469258;-34.60362229;0.011481906
059-027;14587.17;856;317;0;0;1;0;RESIDENCIAL ABIERTO;5;313.3363;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5640286.473;6170252.529;-58.4706554;-34.60389111;0.021480267
013-091;11093.48;836;311;0;0;1;0;COMERCIAL ADMINISTRATIVO;1;836;BALVANERA - SAN CRISTOBAL;3;5646124.472;6170184.481;-58.40702157;-34.60369008;0.075359581
083-062;6616.98;828;309;0;0;0;0;RESIDENCIAL ABIERTO;5;71.40041;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5636758.313;6170338.482;-58.50912012;-34.60359255;0.010790483
069-068;9963.63;952;335;0;0;0;0;RESIDENCIAL ABIERTO;5;182.39599;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639475.066;6170301.376;-58.47950628;-34.60356148;0.018306179
047-130;1178.06;594;270;1551.04;1;0;0;RESIDENCIAL ABIERTO;5;48.43547;AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR;15;5643039.294;6170286.87;-58.44066081;-34.60320187;0.041114604
069-053B;12883.03;888;309;0;0;0;0;RESIDENCIAL ABIERTO;5;217.66512;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639312.147;6170294.6;-58.48128069;-34.60364466;0.016895491
083-041;10898.74;828;309;0;0;0;0;RESIDENCIAL ABIERTO;5;117.60266;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5636600.717;6170350.302;-58.51083956;-34.60350701;0.010790482
045-158;15331.15;954;278;107141.89;1;0;0;GRANDES EQUIPAMIENTOS;3;546.61327;CABALLITO;6;5643635.355;6170200.969;-58.43415047;-34.60389271;0.035653768
059-184;8160.57;863;355;0;0;0;0;RESIDENCIAL ABIERTO;5;324.36565;AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR;15;5641783.692;6170256.02;-58.45433915;-34.603654;0.039747916
069-034;2063.62;1009;360;0;0;0;0;RESIDENCIAL ABIERTO;5;38.82969;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638955.771;6170321.606;-58.48516897;-34.60344959;0.018816299
089-074A;4592.08;829;284;0;0;0;0;RESIDENCIAL ABIERTO;5;77.18739;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5635827.776;6170386.315;-58.51926909;-34.60328502;0.016808808
069-078B;4565.73;952;335;0;0;0;0;RESIDENCIAL ABIERTO;5;83.58107;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639628.553;6170306.28;-58.47783437;-34.60349643;0.018306179
083-022;6160.05;828;309;23524.3;1;0;0;RESIDENCIAL ABIERTO;5;66.46991;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5636445.345;6170352.308;-58.51253317;-34.6035096;0.010790482
001-060;9834.67;528;136;1447.19;1;0;0;COMERCIAL ADMINISTRATIVO;1;18.66193;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5649570.723;6170140.673;-58.36945778;-34.6035886;0.001897565
081-164;13521.33;763;345;1312.45;1;0;0;COMERCIAL ADMINISTRATIVO;1;377.84128;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638104.963;6170297.993;-58.49443739;-34.60377716;0.027944091
059-092;12936.9;756;318;0;0;1;0;RESIDENCIAL ABIERTO;5;359.24574;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5640922.642;6170269.079;-58.4637251;-34.60365486;0.027769075
047-030;12543.66;848;316;4470.53;1;0;0;RESIDENCIAL ABIERTO;5;422.42798;AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR;15;5642218.344;6170237.416;-58.44959919;-34.60376153;0.033676613
005-023;13704.31;678;339;855.95;1;1;0;COMERCIAL ADMINISTRATIVO;1;347.84596;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5647809.778;6170173.699;-58.38865368;-34.60354601;0.025382231
013-040;9932.98;369;177;0;0;0;0;RESIDENCIAL ABIERTO;5;369;ALMAGRO - BOEDO;5;5645508.097;6170208.693;-58.41374285;-34.60355943;0.037148972
083-007;3454.46;644;241;0;0;0;0;RESIDENCIAL ABIERTO;5;39.66378;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5636176.776;6170389.958;-58.51546616;-34.60320597;0.011481905
013-081;10010.63;427;193;0;0;0;0;COMERCIAL ADMINISTRATIVO;1;427;BALVANERA - SAN CRISTOBAL;3;5646024.119;6170200.547;-58.40811795;-34.60355958;0.042654658
001-067;2598.17;528;136;1447.19;1;0;0;COMERCIAL ADMINISTRATIVO;1;4.9302;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5649641.849;6170163.576;-58.3686867;-34.60337186;0.001897566
083-024A;2588.53;644;241;23524.3;1;0;0;RESIDENCIAL ABIERTO;5;29.72126;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5636348.101;6170392.624;-58.51359944;-34.60315921;0.011481907
047-074;7059.34;1006;409;4470.53;1;0;0;RESIDENCIAL ABIERTO;5;287.71876;AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR;15;5642628.605;6170258.747;-58.44513174;-34.60351241;0.040757176
089-073B;5158.97;786;297;0;0;0;0;RESIDENCIAL ABIERTO;5;115.85983;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5636006.573;6170391.325;-58.5173213;-34.60321621;0.022457938
059-055;15036.86;997;423;0;0;0;0;RESIDENCIAL ABIERTO;5;550.12687;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5640607.4;6170268.498;-58.46716054;-34.60370332;0.036585223
